"predictorNameUnit","BRT KDE","BRT TARGET","GLM KDE","GLM TARGET","MARS KDE","MARS TARGET","MAXENT KDE","MAXENT TARGET","RF KDE","RF TARGET"
"Available Water Content (Mean Depth, cm) (m3/m3)",NA,5.1266213712168,4.57594633445137,5.9941060341621,2.4127551500329,3.60209122739698,2.20222022202221,1.41571761152707,0.1021033285685,2.76707805990097
"Available Water Content (Variance in Depth, cm) (m3/m2)",NA,NA,0.740297077144221,0.626591513833645,NA,0.681087821957876,0.132013201320131,-0.00629207827346002,0,0
"Bare Ground Standard Deviation (st dev of percent cover)",NA,NA,1.36320076665068,NA,2.03179381055404,NA,-0.174017401740182,0.0314603913672652,0.816826628548116,0.581715273956422
"Depth To Restriction Layer (Mean) (cm)",NA,4.08345343490495,1.36799233349305,1.17879316757745,NA,1.31421171279196,0.264026402640262,3.03278172780469,0.204206657137001,4.12703403820458
"Evapotranspiration (Apr-Oct) (mm)",21.2988127592619,NA,4.21657882127456,0.357643558124224,12.1625435048443,NA,6.93669366936694,0.390108852954103,8.78088625689193,1.09268139297225
"Human Influence Index (index of 0-64)",13.2217613121633,NA,7.88691902252036,1.64229921890646,13.5876211080801,NA,25.040504050405,1.18920279368276,29.4670206248724,0.377328826350114
"Isothermality (Bio3) (percent)",NA,6.98647999450961,1.21226641111644,14.2599639495294,NA,1.16552352630821,7.37473747374737,7.88397407663752,0.326730651419224,0.628881377250236
"Landscape Condition Model (index of  0-1)",17.2602870357126,NA,10.1844753234308,1.83113501759605,21.5736995578967,NA,11.4851485148515,0.597747435978107,41.7602613845211,0.172942378743808
"Mean Diurnal Range (Bio2) (degree C)",16.6833547894912,4.09717932880379,10.6085289889794,19.086721409974,7.80735584611044,18.3845747997506,7.12271227122712,3.24042031082867,2.26669389422096,2.35044414747268
"Mean Fall PET (mm)",16.15887092929,1.90789925193879,13.1480594154288,11.147034419616,5.28642648857114,0.743440932418819,5.8025802580258,3.35367771975084,4.61507045129669,1.29706784057856
"Mean Growing Season Precipitation (Apr-Oct) (mm)",NA,NA,16.152371825587,NA,11.4993885805663,NA,7.51275127512754,NA,4.20665713702269,NA
"Mean Spring PET (Mar-Jun) (mm)",NA,6.84922105552124,12.9324389075228,5.32745844181854,13.5170727118804,2.23032279725646,6.71467146714671,3.07053419744542,0.755564631407061,3.40382045436679
"Mean Tree Cover (percent)",NA,1.2010157161485,6.13080977479636,2.6065062516094,6.28821371460823,NA,7.30873087308731,0.610331592524993,2.53216254849902,0.778240704347134
"Minimum Temperature Winter (degree C)",15.376913174081,69.7481298469563,4.62625778629612,31.7186918829218,2.1211551124071,67.7586454985851,6.21662166216622,70.779588498081,3.96160914845824,82.1397688860938
"Percent Calcium Carbonate In Soil (percent)",NA,NA,2.9851461427887,4.22305513433092,1.7119744144483,4.12010168353398,4.61446144614458,4.41074686969103,0,0.282996619762618
"Percent Clay (0-5 cm) (percent)",NA,NA,1.86871106851942,NA,NA,NA,1.44614461446146,NA,0.204206657137001,NA
